voyage_id,fixture_display_order,grade_name,display_order
7B684890330FE9749F63F9A70E02ABC5,1,Mogas,0
2070563D7EF474A91AC82CB20BC1C244,1,CPP,0
8E259FDF24E9E39D5CA346215C9B0B5B,1,CPP,0
A5A4854B3B7B5ECF93BCEEC4C7AC2E75,1,CPP,0
7D170B2516F154643D330AFDCF0CDF5B,1,CPP,0
A44546578B5C8C85D38F252E625EF962,1,PFAD,0
A44546578B5C8C85D38F252E625EF962,1,RBDPO,1
A44546578B5C8C85D38F252E625EF962,2,NRD,0
D24B7CB973156A35341648182B6A2E05,1,CPP,0
172BCA4A649923D7A2CB3EE0EFFCC8D6,1,VEGOIL,0
A39C9634A18E888B9551F0E0D19BD37B,1,Gasoil,0
F1087F1FE32E3326B5E0E582D5E1304E,1,ULSD,0
368FF18DD7E2B2AF458EA7CB29121F5E,1,NHC,0
B7AEB86E4FA3A0355463A4C35A8F17B0,1,CHEM,0
865B57B4A78317EA01DB6A3DFBF2C1BC,1,GO,0
98557BE153CA255D9C46ACEA06EA4305,1,CRD,0
21450361FD1357F45D8E6E526BEAC927,1,CSS,0
DB1E0812D12B246B5F292CCCF1FD62FA,1,ULSD,0
198E81F3F92325AC701A93B81FB2829C,1,Naphtha,0
5EC1F265B6BC797C44DCC89DB045C2A1,1,PALM OIL,0
E86D9C05603CD711DA96666F0BBA0323,1,CPP,0
067E05FA0E2E1282DA9E3911F27B51EC,1,NHC,0
C4EEA5F30B141651BF6DCE804359C804,1,NHC,0
90ADBDB749C9BBEA97D98C6CBA327246,1,No Heat Crude,0
3251DB084BD0D51E5A081A9129CD647F,1,CPP,0
3251DB084BD0D51E5A081A9129CD647F,2,CPP,0
2372E7A4A42153B3066707597A3A5592,1,TAME,0
2372E7A4A42153B3066707597A3A5592,1,CPP,1
68B4F25E7139722C678C4D66E1CB325F,1,,0
BD2613DDCF4C7E798CE8DF0EF26A96CA,1,NHC,0
2CBA9468BC5CBCF7D921202A7CA0836D,1,NHC,0
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,,0
98C5EFA039AB1E8EB76783807AB0F251,1,NHC,0
547AD272A192AE94DC8DD5468AB5ADE7,1,NHC,0
FE1BFE8561EC13F1298CDEBD07E0A9C9,1,NHC,0
889AFA4C89FE5BAE983C5EFD4F6EEFB7,1,CPP,0
0164FFC378F2ADD5393D3A5FCA01DD72,1,CPP,0
08910B1D9EAE8335AF11F109F39FA2BA,1,CPP,0
533BB3AA06ABF635FA9D410146E234AB,1,CPP,0
9337117212BF0856D13F1495296A1E58,1,,0
9337117212BF0856D13F1495296A1E58,2,,0
929CAE9FB187B2F4BA2581D6DE179815,1,NHC,0
ECEAA6601C9BB195F01934DC6B50B5EC,1,GTL Baseoil,0
D4C7A16F1EF4C93B5EDD57A9DC57C537,1,VEGOIL,0
32101180CA6E62E209111553D6760F4A,1,NHC,0
69D8FD979CEC6DD5FA012773C1213A65,1,CRD,0
AA2FF0D4B0823448517195139932670D,1,UCO,0
AA2FF0D4B0823448517195139932670D,1,UCOME,1
AA2FF0D4B0823448517195139932670D,2,UCOME,1
AA2FF0D4B0823448517195139932670D,2,UCO,2
5B6E4BC5F6032F6D94E262330D401F26,1,NHC,0
B4304C969F5A9E15F8717B15021E5519,1,NHC,0
6FEF70E7C5412B39CFE1714EEA109859,1,NHC,0
201DCF65AE8639CCB5E5DD4FEE7E74F0,1,,0
0DE071B2BC3DCC9614F161473C189334,1,,0
306BF06BEA816E915EF7B1284E304FF4,1,CPP,0
08D8DFBB511F74F3F0E38BE705FDBCFD,1,CPP,0
CFB5C8F7215CF2F438166C4155255FA2,1,Gasoline,0
E3341B82ACC5FF551337F7CD329AFC8C,1,NHC,0
068CFAD15ACC5EDB8E776AECF1B404FE,1,CPP,0
